AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of respiratory system lymphatic vessel,CL:0009086,endothelial cell of respiratory system lymphatic vessel,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,hepatic portal fibroblast,CL:0009100,hepatic portal fibroblast,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,epithelial cell of distal tubule,CL:0002305,epithelial cell of distal tubule,kidney distal convoluted tubule epithelial cell,CL:1000849,kidney distal convoluted tubule epithelial cell,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,kidney capillary endothelial cell,CL:1000892,kidney capillary endothelial cell,glomerular capillary endothelial cell,CL:1001005,glomerular capillary endothelial cell,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,capillary endothelial cell,CL:0002144,capillary endothelial cell,pulmonary capillary endothelial cell,CL:4028001,pulmonary capillary endothelial cell,alveolar capillary type 1 endothelial cell,CL:4028002,alveolar capillary type 1 endothelial cell,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,cycling T cell,CL:4033069,cycling T cell,"cycling CD4-positive, alpha-beta T cell",CL:4033075,"cycling CD4-positive, alpha-beta T cell",,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of tracheobronchial tree,CL:0002202,epithelial cell of tracheobronchial tree,respiratory airway secretory cell,CL:4052031,respiratory airway secretory cell,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,vascular associated smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,myeloid dendritic cell,CL:0000782,myeloid dendritic cell,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,elicited macrophage,CL:0000861,elicited macrophage,M2 macrophage,CL:0000890,M2 macrophage,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,"CD8-positive, alpha-beta memory T cell, CD45RO-positive","central memory CD8-positive, alpha-beta T cell",CL:0000907,"central memory CD8-positive, alpha-beta T cell",azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,antibody secreting cell,CL:0000946,antibody secreting cell,plasma cell,CL:0000786,plasma cell,short lived plasma cell,CL:0000975,short lived plasma cell,IgM short lived plasma cell,CL:0000978,IgM short lived plasma cell,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,renal intercalated cell,CL:0005010,renal intercalated cell,renal beta-intercalated cell,CL:0002201,renal beta-intercalated cell,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,double negative thymocyte,CL:0002489,double negative thymocyte,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,fibroblast of lung,CL:0002553,fibroblast of lung,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,kidney collecting duct epithelial cell,CL:1000454,kidney collecting duct epithelial cell,kidney medulla collecting duct epithelial cell,CL:1000546,kidney medulla collecting duct epithelial cell,kidney inner medulla collecting duct epithelial cell,CL:1000547,kidney inner medulla collecting duct epithelial cell,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,epithelial cell of distal tubule,CL:0002305,epithelial cell of distal tubule,kidney loop of Henle ascending limb epithelial cell,CL:1001016,kidney loop of Henle ascending limb epithelial cell,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,kidney loop of Henle thin ascending limb epithelial cell,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,central nervous system neuron,CL:2000029,central nervous system neuron,interneuron,CL:0000099,interneuron,cortical interneuron,CL:0008031,cortical interneuron,cerebral cortex GABAergic interneuron,CL:0010011,cerebral cortex GABAergic interneuron,caudal ganglionic eminence derived interneuron,CL:4023064,caudal ganglionic eminence derived interneuron,lamp5 GABAergic interneuron,CL:4023011,lamp5 GABAergic interneuron,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,pulmonary interstitial fibroblast,CL:0002241,pulmonary interstitial fibroblast,alveolar type 1 fibroblast cell,CL:4028004,alveolar type 1 fibroblast cell,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,somatic stem cell,CL:0000723,somatic stem cell,epithelial fate stem cell,CL:0000036,epithelial fate stem cell,basal cell,CL:0000646,basal cell,airway submucosal gland duct basal cell,CL:4033024,airway submucosal gland duct basal cell,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,alveolar macrophage,CL:0000583,alveolar macrophage,metallothionein-positive alveolar macrophage,CL:4033042,metallothionein-positive alveolar macrophage,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,granulocyte,CL:0000094,granulocyte,neutrophil,CL:0000775,neutrophil,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,mucosal-associated invariant T cell,CL:0000940,mucosal-associated invariant T cell,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,antibody secreting cell,CL:0000946,antibody secreting cell,plasma cell,CL:0000786,plasma cell,long lived plasma cell,CL:0000974,long lived plasma cell,IgM plasma cell,CL:0000986,IgM plasma cell,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,pancreatic stellate cell,CL:0002410,pancreatic stellate cell,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",memory regulatory T cell,CL:0002678,memory regulatory T cell,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,renal principal cell,CL:0005009,renal principal cell,,,,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,myeloid dendritic cell,CL:0000782,myeloid dendritic cell,monocyte-derived dendritic cell,CL:0011031,monocyte-derived dendritic cell,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,respiratory tract secretory epithelial cell,CL:0008055,respiratory tract secretory epithelial cell,respiratory tract goblet cell,CL:0002370,respiratory tract goblet cell,tracheobronchial goblet cell,CL:0019003,tracheobronchial goblet cell,bronchial goblet cell,CL:1000312,bronchial goblet cell,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,duct epithelial cell,CL:0000068,duct epithelial cell,branched duct epithelial cell,CL:0000069,branched duct epithelial cell,cholangiocyte,CL:1000488,cholangiocyte,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,nephron tubule epithelial cell,CL:1000494,nephron tubule epithelial cell,kidney loop of Henle epithelial cell,CL:1000909,kidney loop of Henle epithelial cell,epithelial cell of intermediate tubule,CL:1000453,epithelial cell of intermediate tubule,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,kidney loop of Henle thin descending limb epithelial cell,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,lung macrophage,CL:1001603,lung macrophage,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,GABAergic neuron,CL:0000617,GABAergic neuron,GABAergic interneuron,CL:0011005,GABAergic interneuron,cerebral cortex GABAergic interneuron,CL:0010011,cerebral cortex GABAergic interneuron,caudal ganglionic eminence derived interneuron,CL:4023064,caudal ganglionic eminence derived interneuron,VIP GABAergic interneuron,CL:4023016,VIP GABAergic interneuron,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,central nervous system neuron,CL:2000029,central nervous system neuron,neuron of the forebrain,CL:0012001,neuron of the forebrain,cerebral cortex neuron,CL:0010012,cerebral cortex neuron,corticothalamic-projecting glutamatergic cortical neuron,CL:4023013,corticothalamic-projecting glutamatergic cortical neuron,L6 corticothalamic-projecting glutamatergic cortical neuron,CL:4023042,L6 corticothalamic-projecting glutamatergic cortical neuron,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,cycling T cell,CL:4033069,cycling T cell,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,goblet cell,CL:0000160,goblet cell,,,,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,central nervous system macrophage,CL:0000878,central nervous system macrophage,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush cell of tracheobronchial tree,CL:0002075,brush cell of tracheobronchial tree,,,,,,,,,,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,T follicular regulatory cell,CL:0009113,T follicular regulatory cell,,,,,,,,,,azimuth,sc_transcriptomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,kidney epithelial cell,CL:0002518,kidney epithelial cell,epithelial cell of nephron,CL:1000449,epithelial cell of nephron,kidney collecting duct epithelial cell,CL:1000454,kidney collecting duct epithelial cell,kidney cortex collecting duct epithelial cell,CL:1000549,kidney cortex collecting duct epithelial cell,kidney cortex collecting duct principal cell,CL:1000714,kidney cortex collecting duct principal cell,,,,,,,,,,,,,,,,azimuth,sc_transcriptomics,
